Código;Nome do Cargo;Senioridade;Região;Segmento;Data;Horas;Dados Estatísticos - Empresas;Dados Estatísticos - Salários;Menor Salário;1o Quartil;Média;Mediana;3o Quartil;Maior Salário
16;Analista Financeiro;Júnior;Nacional;TI - Servic?os;2025;200;8;13;2374,97;2875,02;2996,88;2875,02;3198,14;3723,13
16;Analista Financeiro;Pleno;Nacional;TI - Servic?os;2025;200;11;12;3532,37;3864,25;4219,77;4265,44;4442,87;5218,89
16;Analista Financeiro;Sênior;Nacional;TI - Servic?os;2025;200;4;5;4527,46;4527,46;4745,05;4767,53;4915,63;4987,16
133;Arquiteto de Software;Indiferente;Nacional;TI - Servic?os;2025;200;4;10;8692,56;9296,22;10645,43;11127,65;11877,71;11877,71
59;Assistente Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;10;77;1849,64;2117,12;2164,43;2117,12;2117,12;3054,76
62;Assistente Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;8;21;1948,15;2664,38;2623,52;2734,24;2734,24;3205,71
319;Assistente de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;4;5;2204,81;2517,10;2530,39;2590,55;2619,52;2719,97
69;Assistente de Infraestrutura de TI;Indiferente;Nacional;TI - Servic?os;2025;200;4;29;1740,24;3031,51;2843,65;3031,51;3031,51;3031,51
71;Assistente de Marketing;Indiferente;Nacional;TI - Servic?os;2025;200;4;6;2110,97;2250,82;2485,89;2463,74;2621,81;3022,52
441;Assistente de Pré-vendas (SDR);Indiferente;Nacional;TI - Servic?os;2025;200;4;4;1986,95;2168,47;2238,22;2292,27;2362,01;2381,38
79;Assistente Financeiro;Indiferente;Nacional;TI - Servic?os;2025;200;5;6;2166,14;2543,96;3230,95;2986,04;4087,35;4396,40
83;Auxiliar Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;4;7;1529,40;1909,84;2015,97;1909,84;2066,31;2720,27
285;Consultor Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;4;7;2397,64;2683,63;5269,05;3022,52;7531,49;11032,95
40;Consultor de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;4;149;3205,71;3268,75;6082,77;5085,92;7345,23;40336,47
156;Consultor de Implantação e Configuração;Indiferente;Nacional;TI - Servic?os;2025;200;4;7;3707,63;4576,37;5419,91;5322,54;6518,65;6719,16
149;Consultor de Negócios;Indiferente;Nacional;TI - Servic?os;2025;200;4;32;2821,02;6873,02;9065,48;7330,62;14403,99;15025,88
39;Coordenador Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;5;5;6548,80;6576,40;7215,52;6652,84;8062,16;8237,38
41;Coordenador Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;4;4;4030,03;4785,66;5129,13;5266,52;5609,99;5953,45
47;Coordenador de Atendimento e Suporte;Indiferente;Nacional;TI - Servic?os;2025;200;4;15;6399,57;6399,57;7956,30;8563,81;9348,67;9348,67
56;Coordenador de Marketing;Indiferente;Nacional;TI - Servic?os;2025;200;6;7;6045,05;6800,68;7692,60;7334,65;8334,98;10197,21
121;Coordenador de Recursos Humanos;Indiferente;Nacional;TI - Servic?os;2025;200;6;6;4978,09;6321,16;6388,57;6567,51;6712,52;7218,39
448;Coordenador de Relacionamento;Indiferente;Nacional;TI - Servic?os;2025;200;4;4;4030,03;4483,41;5258,27;5112,64;5887,51;6777,78
122;Coordenador Financeiro;Indiferente;Nacional;TI - Servic?os;2025;200;4;4;4016,02;4026,53;5881,26;5724,47;7579,20;8060,06
1;Desenvolvedor;Indiferente;Nacional;TI - Servic?os;2025;200;11;46;3908,97;5385,55;6520,17;6325,13;7925,34;9361,76
1;Desenvolvedor;Júnior;Nacional;TI - Servic?os;2025;200;6;15;2878,59;3069,23;3413,46;3205,71;3645,35;4533,78
1;Desenvolvedor;Pleno;Nacional;TI - Servic?os;2025;200;7;20;5090,51;5495,50;6087,56;6069,68;6348,51;7388,05
1;Desenvolvedor;Sênior;Nacional;TI - Servic?os;2025;200;5;9;8609,15;8701,20;9967,68;9926,61;11054,37;12795,35
842;Desenvolvedor Back-end;Indiferente;Nacional;TI - Servic?os;2025;200;4;8;5893,92;6531,15;7285,61;7243,40;8060,06;8801,59
10;Desenvolvedor Front-end;Indiferente;Nacional;TI - Servic?os;2025;200;5;33;2829,42;4533,78;6298,79;6045,05;7556,31;11082,58
399;Designer;Indiferente;Nacional;TI - Servic?os;2025;200;8;13;3224,02;3663,66;4281,42;4192,24;4533,78;5659,56
399;Designer;Júnior;Nacional;TI - Servic?os;2025;200;5;6;2991,38;3258,81;3561,24;3423,57;3817,95;4375,61
399;Designer;Pleno;Nacional;TI - Servic?os;2025;200;5;5;4171,08;4192,24;4475,15;4382,66;4533,78;5095,97
338;Estagiário Administrativo;Indiferente;Nacional;TI - Servic?os;2025;200;12;23;1612,01;1612,01;1823,73;1813,51;2015,02;2418,02
425;Estagiário em TI;Indiferente;Nacional;TI - Servic?os;2025;200;9;11;1612,01;1750,54;2311,92;2015,02;2468,39;4030,03
105;Executivo de Contas;Indiferente;Nacional;TI - Servic?os;2025;200;8;18;3537,36;4755,53;6135,22;5533,80;6616,90;11032,95
105;Executivo de Contas;Pleno;Nacional;TI - Servic?os;2025;200;6;9;4661,53;5037,54;5431,86;5037,54;6343,70;6629,16
105;Executivo de Contas;Sênior;Nacional;TI - Servic?os;2025;200;4;4;5969,62;7214,59;8273,80;8046,32;9105,54;11032,95
107;Gerente Comercial;Indiferente;Nacional;TI - Servic?os;2025;200;4;5;4007,68;5021,82;7728,08;5770,27;6713,00;17127,63
407;Gerente de Produto;Indiferente;Nacional;TI - Servic?os;2025;200;4;7;7052,55;7689,80;11371,85;10578,83;14929,55;16732,87
65;Gerente de Projetos;Indiferente;Nacional;TI - Servic?os;2025;200;6;21;7274,34;10251,70;9918,19;10251,70;10251,70;11507,13
65;Gerente de Projetos;Júnior;Nacional;TI - Servic?os;2025;200;4;5;3927,29;5132,79;5912,44;5953,45;7274,34;7274,34
65;Gerente de Projetos;Pleno;Nacional;TI - Servic?os;2025;200;4;18;5090,51;10251,70;9264,46;10251,70;10251,70;10251,70
113;Gerente de Recursos Humanos;Indiferente;Nacional;TI - Servic?os;2025;200;6;6;8387,30;8409,66;9959,41;9056,51;11104,13;13275,45
1060;Inside Sales;Indiferente;Nacional;TI - Servic?os;2025;200;6;17;1529,40;1529,40;2445,66;2977,28;3052,75;3485,08
1016;Líder Técnico;Indiferente;Nacional;TI - Servic?os;2025;200;4;25;9016,35;13983,85;13407,70;13983,85;13983,85;14356,98
1080;Product Designer;Indiferente;Nacional;TI - Servic?os;2025;200;4;8;3205,71;4838,65;6395,58;5495,50;7230,38;12936,22
833;Produtor Audiovisual;Indiferente;Nacional;TI - Servic?os;2025;200;4;5;4331,82;4487,44;5145,37;4522,29;5843,54;6541,75
1075;UX Designer;Indiferente;Nacional;TI - Servic?os;2025;200;4;23;2468,39;2468,39;3226,15;2468,39;2997,33;6599,17
203;Almoxarife;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;22;66;2033,33;2206,40;2724,76;2546,78;3285,10;3683,47
203;Almoxarife;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;20;2033,33;2052,09;2136,90;2052,09;2201,40;2591,46
203;Almoxarife;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;15;2362,20;2362,20;2547,67;2446,43;2546,78;3543,68
203;Almoxarife;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;11;2221,38;2720,17;2955,35;2917,34;3270,50;3449,50
13;Analista Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;12;2735,84;3113,20;3607,42;3297,21;3931,34;5299,71
13;Analista Administrativo;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6;2650,66;3147,09;3238,83;3176,40;3402,17;3814,79
19;Analista Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;18;47;3506,13;3958,26;4572,40;4494,90;5236,31;5640,21
19;Analista Comercial;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;12;3360,50;3624,28;4384,72;4511,80;5275,68;5275,68
19;Analista Comercial;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;11;18;3796,87;3796,87;4371,20;4006,77;4888,83;6127,56
19;Analista Comercial;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8;4481,68;4714,91;5110,16;5124,88;5265,27;6095,42
21;Analista Contábil / Fiscal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;24;4413,80;5323,30;5739,50;6014,82;6353,02;6667,10
21;Analista Contábil / Fiscal;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5;3100,38;3392,00;4907,37;6014,82;6014,82;6014,82
21;Analista Contábil / Fiscal;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;9;3891,89;4030,03;4419,89;4413,80;4413,80;5762,64
21;Analista Contábil / Fiscal;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;12;5323,30;5643,89;6334,70;6363,33;6631,95;7890,83
25;Analista de Atendimento e Suporte;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;48;1984,79;1984,79;2723,29;2652,03;3132,43;4087,01
367;Analista de Comércio Exterior;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5;3899,36;4767,34;4974,77;4767,34;5540,38;5899,41
367;Analista de Comércio Exterior;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4;3360,50;3764,64;4198,63;4333,35;4767,34;4767,34
136;Analista de Compras;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;6;4035,31;4549,91;4988,88;4851,15;5402,07;6160,49
136;Analista de Compras;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;3526,28;3780,80;4010,87;4035,31;4253,17;4471,02
26;Orçamentista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;3904,05;4435,90;4818,67;4967,75;5275,99;5584,22
876;Analista de Custos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;6;3480,48;4675,48;4902,21;4922,93;5262,09;6118,79
28;Analista de Departamento Pessoal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;8;4270,16;5160,84;5457,96;5560,98;6021,58;6128,39
28;Analista de Departamento Pessoal;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;4270,16;5044,03;5405,48;5817,90;5973,15;6128,39
28;Analista de Departamento Pessoal;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4;3886,57;5463,52;6110,84;6053,98;6701,31;8448,84
829;Analista de E-commerce;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5;3217,61;3297,30;3441,28;3506,13;3521,72;3663,66
1084;Analista de Encaixe;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;8;3017,03;3367,10;3461,73;3388,89;3632,73;3932,13
368;Analista de Faturamento;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;13;15;3117,12;3457,00;3913,68;3688,18;4086,55;5704,86
368;Analista de Faturamento;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;3601,38;3644,78;3777,19;3688,18;3865,10;4042,01
368;Analista de Faturamento;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4;2381,38;2381,38;4123,49;3470,03;5212,14;7172,54
15;Analista de Infraestrutura de TI;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;30;3450,26;4145,85;4838,88;4701,40;4970,68;7619,43
15;Analista de Infraestrutura de TI;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;20;3349,50;4034,40;4365,84;4280,08;4760,93;5337,04
37;Analista de Logística;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;31;2761,49;3507,04;3798,05;3796,47;4063,00;4651,02
37;Analista de Logística;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;12;3316,53;3549,17;3685,34;3796,47;3796,47;3901,80
42;Analista de Marketing;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;14;4087,01;4590,62;5203,92;5172,64;5770,06;6632,93
42;Analista de Marketing;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9;2930,93;3399,80;4167,79;4215,76;5029,29;5315,98
42;Analista de Marketing;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;8;5880,18;6485,96;6984,79;6987,66;7730,59;7792,61
193;Analista de Mídia Digital;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;16;3899,36;4215,76;4564,63;4487,74;4844,73;5439,69
354;Analista de PCP;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;21;46;3270,94;3891,89;4578,21;4332,15;5212,71;6169,67
354;Analista de PCP;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4;3523,08;3776,92;4267,38;4351,99;4842,45;4842,45
354;Analista de PCP;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;12;3663,66;3905,11;4478,30;4332,15;4979,88;5385,59
354;Analista de PCP;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8;4233,02;5212,71;5484,66;5719,03;5810,46;6169,67
17;Analista de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5;2747,75;2852,39;4312,33;3457,24;5476,96;7027,29
993;Analista de Planejamento e Controle de Manutenção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;7;3608,71;5157,75;6122,05;7091,94;7232,53;7373,12
48;Analista de Processos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;28;4169,05;5643,87;5806,65;5643,87;6734,73;6912,12
48;Analista de Processos;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;9;5231,02;6734,73;6587,36;6734,73;6734,73;6912,12
375;Analista de Produto;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;16;3244,29;4291,51;4909,20;5092,92;5370,63;6370,20
375;Analista de Produto;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5;2550,20;2877,24;3786,98;3179,60;5163,93;5163,93
375;Analista de Produto;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;9;3244,29;4979,88;5559,65;5488,17;7109,34;7109,34
375;Analista de Produto;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5;4748,58;5092,92;6378,34;5092,92;6370,20;10587,07
628;Analista de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;13;21;4063,98;4822,30;5148,80;5344,03;5533,05;5939,23
628;Analista de Qualidade;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;11;3790,98;4704,01;5071,99;5533,05;5533,05;5533,05
628;Analista de Qualidade;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;8;4808,63;4948,50;5892,88;5778,53;6771,65;7173,37
52;Analista de Recursos Humanos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;17;63;3633,94;4322,88;5150,23;5323,30;5841,71;6445,30
52;Analista de Recursos Humanos;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;16;3506,13;3796,47;4237,36;3796,47;5323,30;5323,30
52;Analista de Recursos Humanos;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;20;3688,18;4497,74;4863,31;4952,42;5375,54;5939,71
52;Analista de Recursos Humanos;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;26;3214,39;5841,71;6733,66;6445,30;6445,30;11845,54
22;Analista de Sistemas;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;21;6818,54;8143,28;9740,39;10688,74;11597,33;11597,33
22;Analista de Sistemas;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5;6818,54;6891,28;7365,32;7705,60;7705,60;7705,60
22;Analista de Sistemas;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5;8143,28;8186,46;9273,62;8186,46;10925,96;10925,96
16;Analista Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;17;37;3396,88;4084,22;4429,59;4511,80;4731,15;5947,04
16;Analista Financeiro;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;12;2459,23;2459,23;3194,67;3232,60;3606,35;4341,44
16;Analista Financeiro;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;19;3398,96;4119,79;4441,21;4511,80;4535,24;5663,28
16;Analista Financeiro;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;7;3790,98;4642,20;5241,56;4870,38;6149,92;6445,30
59;Assistente Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;64;2289,79;2654,78;2931,72;2809,99;3237,77;3796,47
62;Assistente Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;19;2337,78;2408,66;2878,60;2762,40;3301,50;3749,24
273;Assistente Contábil / Fiscal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;12;2494,95;2687,30;2972,87;2900,71;3063,51;3937,52
565;Assistente de Almoxarifado;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;18;1892,28;2083,71;2365,56;2316,81;2631,42;3601,30
319;Assistente de Atendimento e Suporte;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4;2198,20;2266,89;2747,51;2747,75;3228,37;3296,36
67;Assistente de Compras;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;20;2176,22;2665,32;2991,31;3099,84;3360,50;3859,67
531;Assistente de Engenharia;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;8;2423,71;2524,46;3259,64;3300,50;3850,14;4315,75
1196;Assistente de Estilo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;12;2128,74;2152,40;2628,77;2823,41;2898,24;3145,90
467;Assistente de Estoque;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6;2463,81;2577,39;2759,23;2787,93;2930,06;3031,09
387;Assistente de Faturamento;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;7;2953,83;3482,70;3743,95;3790,50;4075,50;4346,94
70;Assistente de Logística;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9;2099,28;2099,28;2531,23;2099,28;2409,96;3841,35
1083;Assistente de Manutenção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;5;2441,41;2815,88;3000,23;2866,22;3294,55;3583,06
71;Assistente de Marketing;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;11;17;2318,14;2583,86;2808,34;2766,20;3030,28;3421,72
388;Assistente de PCP;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;12;17;2347,49;2766,20;2983,82;2995,14;3179,06;3581,59
594;Assistente de Pesquisa e Desenvolvimento P&D;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;6;1813,51;1892,10;2289,00;2340,64;2632,98;2766,20
616;Assistente de Produto;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;5;2734,92;2819,95;3120,12;3214,45;3360,50;3470,75
629;Assistente de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;17;2336,58;2493,54;2772,06;2765,40;2967,95;3571,16
77;Assistente de Recursos Humanos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;15;22;1892,28;2367,66;2764,05;2682,26;3167,40;3749,76
79;Assistente Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;11;2634,46;3062,96;3412,70;3548,51;3776,93;3996,14
83;Auxiliar Administrativo;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;40;1815,35;1984,79;2139,38;2036,54;2190,72;3064,28
392;Auxiliar de Almoxarifado;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;5;16;1737,37;1972,17;2132,52;2128,74;2345,63;2560,33
566;Auxiliar de Estoque;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;9;1971,85;2331,01;2331,29;2409,96;2409,96;2646,08
1053;Auxiliar de Expedição;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;15;100;2015,02;2015,02;2311,25;2319,28;2573,36;2895,38
798;Auxiliar de Laboratorista Têxtil;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;30;2289,79;3014,86;3453,69;3421,72;3831,95;4731,48
861;Auxiliar de Manutenção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;38;1831,83;1831,83;2225,97;1984,79;2484,51;3467,22
393;Auxiliar de Produção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;225;1971,51;2271,97;2408,84;2400,41;2583,90;2930,93
630;Auxiliar de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;11;2313,78;2463,72;2849,43;3022,52;3155,88;3417,14
91;Auxiliar de Serviços Gerais;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;25;61;1909,68;2106,61;2421,95;2409,96;2648,65;3279,50
1028;Auxiliar de Talhação;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;35;2006,32;2045,24;2203,05;2045,24;2328,26;2707,45
1085;Auxiliar de Tecelão;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;36;2301,84;2881,47;2795,52;2881,47;2881,47;2881,47
996;Auxiliar de Transportes;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;21;2045,24;2298,95;2508,18;2459,74;2674,33;3291,60
221;Auxiliar Técnico;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;13;1892,28;2219,68;2354,34;2346,66;2495,67;2962,99
818;Carregador de Fios;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;155;1818,09;2303,16;2566,22;2370,77;2904,37;3519,86
818;Carregador de Fios;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;49;2028,75;2201,40;2657,96;2904,37;2904,37;2904,37
818;Carregador de Fios;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;23;2362,20;2852,21;3155,66;3369,83;3519,86;3519,86
818;Carregador de Fios;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4;2452,36;3345,04;3678,43;3975,99;4309,38;4309,38
93;Comprador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;14;59;4634,53;5654,41;6837,02;7052,55;8058,23;8538,18
93;Comprador;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;13;3296,36;3648,09;3836,16;3707,00;3796,47;4634,53
93;Comprador;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;25;4731,15;6242,88;6830,39;7052,55;7052,55;9185,72
93;Comprador;Sênior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;7;27;5385,59;8058,23;7860,17;8058,23;8058,23;9326,34
955;Conferente;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;27;2008,60;2198,20;2564,51;2346,58;2990,59;3722,63
955;Conferente;Júnior;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;8;2008,60;2008,60;2329,88;2452,82;2559,07;2589,45
955;Conferente;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;5;2289,79;3022,52;3034,46;3163,59;3213,99;3482,42
94;Contador;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;4;5748,29;8399,18;9740,77;9620,32;10961,91;13974,13
877;Controlador de Produção;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;21;3147,45;4134,44;4491,31;4341,44;4935,87;5832,63
877;Controlador de Produção;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;7;2321,88;2321,88;2733,06;2321,88;3068,46;3707,00
41;Coordenador Comercial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;10;13;4230,50;5413,06;6486,71;5757,10;7707,53;9025,44
768;Coordenador de Laboratório;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;4690,18;5103,59;5631,12;5517,00;6101,59;6686,19
567;Coordenador de Logística;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;6677,03;7279,27;7991,26;7881,51;8648,38;9415,25
56;Coordenador de Marketing;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;6822,00;7075,58;7664,58;7329,16;8085,87;8842,57
864;Coordenador de PCP;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;9;6411,41;6860,21;7829,11;7169,79;7705,87;10957,16
631;Coordenador de Qualidade;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;8;11;4620,85;4956,35;6193,89;6091,76;6562,40;9239,94
121;Coordenador de Recursos Humanos;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;9;5495,50;6098,17;7249,08;7037,90;8462,56;9367,45
122;Coordenador Financeiro;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;4;4;5923,23;6289,37;6590,97;6616,70;6918,30;7207,22
279;Coordenador Contábil / Fiscal;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;3;6411,41;6424,61;7658,83;6437,81;8282,55;10127,28
612;Costureira;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;95;1892,28;2099,28;2278,50;2099,28;2453,34;3174,96
1090;Costureira de Conserto;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;14;2017,76;2290,82;2430,15;2447,74;2640,14;2685,36
1089;Costureira Pilotista;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;9;52;2251,32;2554,49;2833,42;2798,70;3092,42;3496,46
1089;Costureira Pilotista;Pleno;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;3;13;2538,00;2554,49;2957,95;2984,48;3365,99;3432,15
1198;Cozinheiro industrial;Indiferente;Nacional;Têxtil, Confecção, Metalúrgica e Logística;2025;200;6;14;1866,27;2257,83;2585,48;2765,40;2920,02;2931,32
